sentence_index	paper_id	speaker_id	start_sec	end_sec	duration_sec	source	reference	newv9_hyp	tmv4_hyp	norag_hyp	newv9_chrf	tmv4_chrf	norag_chrf	tmv4_minus_newv9_chrf	norag_minus_newv9_chrf	newv9_words	tmv4_words	norag_words	ref_words	term_map_count	term_map	gold_terms	newv9_adopted	newv9_missed	tmv4_adopted	tmv4_missed	newv9_false_copy_from_term_map	newv9_term_tag_chunks_overlapping_sentence
370	2022.acl-long.117	NA	37.258	43.494	6.236	Similarly, adding the qualifier women's to the question changes the answer to the question in the example below.	Wird die nähere Bestimmung „Damen“ zur Frage hinzugefügt, ändert sich die Antwort auf die Frage wie im Beispiel unten dargestellt.	Filmkritik.Genau so verändert die Hinzufügung des Adjektivs „vehement“ in die Frage, die Antwort auf die Frage im untenstehenden Beispiel.	einer geringfügigen Veränderung führt.Ebenso die Hinzufügung des Adjektivs „vehement“ zur Frage ändert die Antwort auf die Frage im untenstehenden Beispiel.	verändert wird.Ebenso verändert die Hinzufügung des Qualifiers „Women“ zur Frage die Antwort auf die Frage im unten stehenden Beispiel.	87.692	90.769	87.692	3.077	0.000	20	21	20	20	4	answer->beantwortet; question->Frage; question answering->Fragenbeantwortung; questions->Fragen	question->Frage	question->Frage		question->Frage			2
371	2022.acl-long.117	NA	44.415	49.398	4.983	Humans are typically robust to such perturbations compared to NLP models trained on the task.	Menschen sind in der Regel robust gegenüber solchen Störungen im Vergleich zu NLP-Modellen, die für die Aufgabe trainiert wurden.	Menschen sind typischerweise robust gegenüber solchen Veränderungen im Vergleich zu NLP-Modellen, die für die Aufgabe trainiert wurden.	Menschen sind typischerweise robust gegenüber solchen Störungen im Vergleich zu NLP -Modellen, die auf dieser Aufgabe trainiert wurden.	Menschen sind typischerweise robust gegenüber solchen Störungen im Vergleich zu NLP -Modellen, die für diese Aufgabe trainiert wurden.	94.574	94.574	95.349	0.000	0.775	18	18	18	20	4	nlp->NLP; nlp task->NLP-Aufgabe; task->Aufgabe; tasks->Aufgaben	compared->im Vergleich zu; models->Modelle; NLP->NLP; task->Aufgabe	compared->im Vergleich zu; models->Modelle; NLP->NLP; task->Aufgabe		compared->im Vergleich zu; models->Modelle; NLP->NLP; task->Aufgabe			2
372	2022.acl-long.117	NA	50.001	50.803	0.802	Why is that?	Warum?	Warum	Warum	Warum	83.333	83.333	83.333	0.000	0.000	1	1	1	1	5	data->Daten; dataset->Datensatz; datasets->Datensätzen; task->Aufgabe; tasks->Aufgaben							1
373	2022.acl-long.117	NA	50.964	58.137	7.173	The dataset may be sampled with systematic biases that lead to a simple decision boundary that is violated by the counterfactual.	Der Datensatz kann mit systematischen Bias gesampelt werden. Das führt zu einer einfachen Entscheidungsgrenze, die kontrafaktisch übertreten wird.	ist das so?Der Datensatz könnte mit systematischen Verzerrungen ausgewählt worden sein, die zu einer separaten Entscheidungsgrenze führen, die durch die kontrafaktisch	ist das so? Die Datens ätze könnten systematisch verzerrt sein, was zu einer separaten Entscheidung sgrenze führt, die durch die kontrafaktische	ist das so? Die Datenmenge kann durch systematische Verzerrungen beeinflusst sein, die zu einer separablen Entscheidungsgrenze führen, die durch die Kontrafakten	93.836	88.356	89.726	-5.479	-4.110	22	21	21	18	9	biases->Bias; binary->binäre; counterfactual->kontrafaktisch; data->Daten; dataset->Datensatz; datasets->Datensätzen; semantic->Semantic; task->Aufgabe; tasks->Aufgaben	biases->Bias; counterfactual->kontrafaktisch; dataset->Datensatz	counterfactual->kontrafaktisch; dataset->Datensatz	biases->Bias	counterfactual->kontrafaktisch	biases->Bias; dataset->Datensatz		2
374	2022.acl-long.117	NA	58.458	60.862	2.404	As shown in this 2D classification problem.	Das zeigt sich in diesem 2D-Klassifizierungsproblem.	verletzt wird.Wie in diesem Beispielproblem	Änderung verletzt wird.Wie in den beiden	verletzt wird, wie in diesem zweiklassigen	59.615	50.000	61.538	-9.615	1.923	6	7	6	7	4	classification->Klassifikation; counterfactual->kontrafaktisch; problem->Problem; text classification->Textklassifizierung							1
375	2022.acl-long.117	NA	61.745	68.797	7.052	My work has found that adding counterfactual examples to the training data can make the model robust to such perturbations.	Mit meiner Arbeit habe ich herausgefunden, dass das Hinzufügen von kontrafaktischen Beispielen zu den Trainingsdaten das Modell robust gegen solche Störungen machen kann.	zur Klassifikation gezeigt. Unsere Arbeit hat ergeben, dass die Hinzufügung kontrafaktischer Beispiele zu den Trainingsdaten das Modell gegenüber solchen Veränderungen robust machen kann.	Klassifikationsproblemen gezeigt. Unsere Arbeit hat ergeben, dass die Hinzufügung kontrafaktischer Beispiele zu den Trainingsdaten das Modell gegenüber solchen Störungen widerstandsfähiger machen kann.	Klassifikationsproblem gezeigt. Frühere Arbeiten haben gezeigt, dass das Hinzufügen von Kontrafakten zu den Trainingsdaten das Modell gegenüber solchen Störungen robuster machen kann.	94.706	95.882	93.529	1.176	-1.176	23	22	22	23	6	counterfactual->kontrafaktisch; data->Daten; model->Modell; modeling->Modellierung; problem->Problem; training data->Trainingsdaten	counterfactual->kontrafaktisch; model->Modell; training data->Trainingsdaten	counterfactual->kontrafaktisch; model->Modell; training data->Trainingsdaten		counterfactual->kontrafaktisch; model->Modell; training data->Trainingsdaten			2
376	2022.acl-long.117	NA	69.397	73.200	3.803	So, if counterfactuals are valuable, how can we generate them?	Wenn also Kontrafakten wertvoll sind, wie können wir sie dann generieren?	Daher sind kontrafaktische Aussagen wertvoll.Wie können wir sie generieren?Diese	Wenn kontrafaktische Beispiele wertvoll sind , wie können wir sie dann generieren?Diese	Daher, wenn Kontrafakten wertvoll sind, wie könnten wir sie generieren?Diese	83.562	94.521	89.041	10.959	5.479	11	12	11	11	5	generated->generiert; generating->Generierung; generation->Generierung; task->Aufgabe; tasks->Aufgaben							1
377	2022.acl-long.117	NA	73.442	80.159	6.717	This task is especially hard for NLP because here are three examples from three different NLP tasks.	Diese Aufgabe ist besonders schwierig für NLP, denn hier sind drei Beispiele aus drei verschiedenen NLP-Aufgaben.	Aufgabe ist besonders schwierig für NLP, weil hier drei Beispiele aus drei verschiedenen NLP-Aufgaben gezeigt werden.	Aufgabe ist besonders schwierig für NLP, weil hier drei Beispiele aus drei verschiedenen NLP-Aufgaben vorliegen.	Aufgabe ist besonders schwierig für NLP, weil hier drei Beispiele aus drei verschiedenen NLP-Aufgaben vorliegen.	94.690	92.920	92.920	-1.770	-1.770	17	16	16	17	7	generated->generiert; generating->Generierung; generation->Generierung; nlp->NLP; nlp task->NLP-Aufgabe; task->Aufgabe; tasks->Aufgaben	NLP->NLP; task->Aufgabe; tasks->Aufgaben	NLP->NLP; task->Aufgabe; tasks->Aufgaben		NLP->NLP; task->Aufgabe; tasks->Aufgaben			4
378	2022.acl-long.117	NA	80.842	90.742	9.900	As you can see, examples that violate the decision boundary between outcomes need to be very carefully crafted by perturbing some attributes of the text that are underlined here.	Wie Sie sehen können, müssen Beispiele, die die Entscheidungsgrenze zwischen den Ergebnissen verletzen, sehr sorgfältig erstellt werden, indem einige Attribute des Textes, die hier unterstrichen werden, gestört werden.	Wie Sie sehen können, verletzen Beispiele, die die Entscheidungsgrenze überschreiten, zwischen den Ergebnissen, sehr sorgfältig durch die Veränderung bestimmter Attribute des Text, die hier unterstrichen sind, zu gestalten.	Wie Sie sehen können, verletzen die Beispiele die Entscheidungsgrenze zwischen den Ergebnissen sehr sorgf ältig, indem bestimmte Eigenschaften des Textes verändert werden, die hier unterstrichen sind. Ah ,	Wie Sie sehen können, verletzen Beispiele, die die Entscheidungsgrenze zwischen den Ergebnissen überschreiten, sehr sorgfältig durch die Störung bestimmter Merkmale des Textes, die hier unterstrichen sind. Ah	94.954	89.908	89.908	-5.046	-5.046	28	27	27	28	5	binary->binäre; nlp task->NLP-Aufgabe; tasks->Aufgaben; text->Text; texts->Text	text->Text	text->Text		text->Text			1
379	2022.acl-long.117	NA	94.124	98.814	4.690	This could be done by human annotation, but this is expensive and biased.	Dies könnte durch menschliche Annotation geschehen, aber dies ist teuer und voreingenommen.	Dies könnte durch menschliche Annotation erfolgen, ist jedoch kostspielig und voreingenommen.	dies könnte durch menschliche Annotation erfolgen , ist jedoch kostspielig und voreingenommen.	könnte durch menschliche Annotation erfolgen, aber dies ist kostspielig und voreingenommen.	90.110	90.110	90.110	0.000	0.000	11	11	11	12	3	annotation->Annotation; annotations->Annotationen; biases->Bias	annotation->Annotation	annotation->Annotation		annotation->Annotation			1
380	2022.acl-long.117	NA	99.134	103.417	4.283	Some prior work has focused on using syntax trees or semantic role labeling.	Einige frühere Arbeiten konzentrierten sich auf die Verwendung von Syntax-Bäumen oder einer semantischen Rollenbezeichnung.	Unsere Arbeit konzentriert sich darauf, syntaktischen Bäumen oder semantischen Rollenbezeichnung	Unsere Arbeit konzentriert sich darauf, syntaktische Bäume oder semantische Rollenbezeichnung zu verwenden. Doch	Einige frühere Arbeiten haben sich darauf konzentriert, Syntaxbäume oder semantische Regelbeschriftung zu verwenden. Doch	70.732	80.488	87.805	9.756	17.073	10	13	14	15	4	biases->Bias; semantic role labeling->semantischen Rollenbezeichnung; syntactic->syntaktischen; syntax->Syntax	semantic role labeling->semantischen Rollenbezeichnung; syntax->Syntax	semantic role labeling->semantischen Rollenbezeichnung	syntax->Syntax		semantic role labeling->semantischen Rollenbezeichnung; syntax->Syntax	syntactic->syntaktischen	2
381	2022.acl-long.117	NA	103.718	108.910	5.192	But the set of perturbations generated by these techniques are limited by the semantic framework.	Aber die Reihe von Störungen, die durch diese Techniken generiert werden, sind durch den semantischen Rahmen begrenzt.	zu verwenden, doch die Menge an durch diese Techniken erzeugten Veränderungen ist durch den Semantic-Rahmen begrenzt.	die Menge an durch diese Techniken generierten Störungen ist durch den semantischen Rahmen begrenzt.	die Menge der durch diese Techniken erzeugten Störungen ist durch den semantischen Rahmen begrenzt.	88.983	81.356	79.661	-7.627	-9.322	17	14	14	17	5	generated->generiert; generating->Generierung; semantic->Semantic; semantic role labeling->semantischen Rollenbezeichnung; syntactic->syntaktischen	generated->generiert		generated->generiert	generated->generiert			1
382	2022.acl-long.117	NA	110.031	116.540	6.509	More recent work has used masked language models to fill in masked portions of the text to change labels.	Neuere Arbeiten haben maskierte Sprachmodelle verwendet, um maskierte Teile des Textes auszufüllen, um Labels zu ändern.	Neuere Arbeiten haben massive Sprachmodelle</ > verwendet, um maskierte Teile des Text auszufüllen, um die Etiketten zu verändern.	Neuere Arbeiten haben große Sprachmodelle verwendet, um maskierte Teile des Textes zu füllen , um die Labels zu ändern,	Neuere Arbeiten haben große Sprachmodelle verwendet, um maskierte Teile des Textes zu füllen und so die Beschriftungen zu ändern,	95.833	92.500	90.833	-3.333	-5.000	17	18	19	16	8	language->Sprache; language model->Sprachmodell; language models->Sprachmodelle; masked language model->maskiertes Sprachmodell; models->Modelle; semantic->Semantic; text->Text; texts->Text	language models->Sprachmodelle; text->Text	language models->Sprachmodelle; text->Text		language models->Sprachmodelle; text->Text			2
383	2022.acl-long.117	NA	116.922	120.049	3.127	But finding what parts of the text to perturb can be challenging.	Aber herauszufinden, welche Teile des Textes zu stören sind, kann eine Herausforderung sein.	Doch die Bestimmung, welche Teile des Text verändert werden sollen, kann schwierig sein.	aber es ist schwierig, die Teile des Textes zu finden, die gestört werden können.	aber es ist schwierig, die Teile des Textes zu finden, die gestört werden können.	77.174	78.261	78.261	1.087	1.087	13	14	14	13	2	text->Text; texts->Text	text->Text	text->Text		text->Text			1
384	2022.acl-long.117	NA	121.944	126.834	4.890	There are more challenges to generating counterfactuals for question answering specifically.	Es gibt mehr Herausforderungen für die Generierung von Kontrafakten als für die spezifische Beantwortung der Frage.	Es gibt noch weitere Herausforderungen bei der Generierung kontrafaktischer Aussagen , insbesondere bei der Fragenbeantwortung.	Es gibt noch größere Herausforderungen bei der Generierung kontrafaktischer Beispiele. Insbesondere bei Fragenbeantwortung.	Es gibt noch größere Herausforderungen bei der Generierung von Kontrafakten , insbesondere für die Fragebeantwortung.	88.696	87.826	88.696	-0.870	0.000	14	13	14	16	10	answer->beantwortet; assessing->bewerten; counterfactual->kontrafaktisch; generated->generiert; generating->Generierung; question->Frage; question answering->Fragenbeantwortung; questions->Fragen; task->Aufgabe; tasks->Aufgaben	generating->Generierung; question->Frage	generating->Generierung; question->Frage		generating->Generierung; question->Frage		counterfactual->kontrafaktisch; questions->Fragen	3
385	2022.acl-long.117	NA	127.055	129.237	2.182	This task requires background knowledge.	Diese Aufgabe erfordert Hintergrundwissen.	Diese Aufgabe erfordert eine	Diese Aufgabe erfordert Hintergrundwissen.	Diese Aufgabe erfordert Hintergrundwissen.	66.667	100.000	100.000	33.333	33.333	4	4	4	4	4	knowledge->Wissen; question answering->Fragenbeantwortung; task->Aufgabe; tasks->Aufgaben	task->Aufgabe	task->Aufgabe		task->Aufgabe			1
386	2022.acl-long.117	NA	129.398	133.972	4.574	For instance, to perturb the original question is Indiana Jones Temple of Doom a prequel?	Um beispielsweise die ursprüngliche Frage zu stören: „Ist Indiana Jones und der Tempel des Todes ein Prequel?“	Hintergrundkenntnis. Zum Beispiel, um die ursprüngliche Frage zu verändern: Ist Indiana Jones: Tempel des Todes ein Prequel?	Zum Beispiel, um die ursprüngliche Frage zu stören: Ist Indiana Jones Tempel des Doom ein Prequel?	Zum Beispiel, um die ursprüngliche Frage zu stören: Ist Indiana Jones' Tempel des Doom eine Vorgeschichte?Wir	92.727	81.818	82.727	-10.909	-10.000	17	16	17	17	3	knowledge->Wissen; question->Frage; questions->Fragen	question->Frage	question->Frage		question->Frage			0
387	2022.acl-long.117	NA	134.152	141.571	7.419	We need to be aware of the other movies in the franchise to get to a question like is Indiana Jones Raiders of the Lost Ark a prequel?	Wir müssen die anderen Filme im Franchise kennen, um die Frage stellen zu können: „Ist Indiana Jones – Jäger des verlorenen Schatzes ein Prequel?“	Dazu müssen wir uns der anderen Filme der Reihe bewusst sein, um eine Frage zu wie: Ist Indiana Jones: Die Räuber der Verlorenen Arche ein Prequel?	Wir müssen uns der anderen Filme in der Reihe bewusst sein, um eine Frage wie: Ist Indiana Jones Raiders of the Lost Ark ein Prequel,	müssen uns der anderen Filme in der Reihe bewusst sein, um eine Frage wie: Ist Indiana Jones, Raiders of the Lost Ark eine Vorgeschichte, zu formulieren?	84.247	79.452	84.247	-4.795	0.000	26	25	26	23	2	question->Frage; questions->Fragen	question->Frage	question->Frage		question->Frage			1
388	2022.acl-long.117	NA	141.872	148.848	6.976	Furthermore, random perturbations can lead to questions that are not answerable with the available evidence or have false premises.	Darüber hinaus können zufällige Störungen zu Fragen führen, die mit den verfügbaren Beweisen nicht beantwortet werden können oder falsche Voraussetzungen haben.	zu formulieren. Außerdem können zufällige Veränderungen zu Fragen führen, die nicht mit den verfügbaren Informationen beantwortet werden können, oder falsche Prämissen enthalten.	zu erhalten. Außerdem, kann eine zufällige Störung zu Fragen führen, die mit den verfügbaren Beweisen nicht beantwortet werden können oder falsche Voraussetzungen enthalten.	Außerdemkönnen zuf ällige Störungen dazu führen, dass Fragen entstehen, die mit den verfügbaren Informationen nicht beantwortet werden können, oder falsche Voraussetzungen enthalten.	91.250	96.250	95.625	5.000	4.375	22	23	22	21	3	answer->beantwortet; question->Frage; questions->Fragen	questions->Fragen	questions->Fragen		questions->Fragen			1
